Timestamp,Sensor,Data
1719870595356,"G,162883820,-786459445,0"
1719870595361,"L,101.19,30.26,11.09"
1719870595395,"H,29.46,35.50"
1719870595406,"B,0.47,-0.11,9.87,0.00,0.00,-0.12"
1719870595409,"M,-38.00,36.00,42.00"
1719870595421,"G,162880631,-786459217,0"
1719870595425,"L,101.18,30.26,11.50"
1719870595460,"H,29.46,35.50"
1719870595471,"B,0.46,-0.10,9.89,0.12,-0.18,-0.18"
1719870595484,"G,162877441,-786458990,0"
1719870595489,"L,101.19,30.27,11.78"
1719870595523,"H,29.46,35.50"
1719870595535,"B,0.45,-0.11,9.88,0.12,-0.12,-0.18"
1719870595537,"M,-38.00,37.00,40.00"
1719870595560,"G,162871061,-786458534,0"
1719870595564,"L,101.19,30.27,11.32"
1719870595599,"H,29.46,35.50"
1719870595611,"B,0.46,-0.10,9.88,0.18,-0.31,-0.12"
1719870595613,"M,-37.00,36.00,43.00"
1719870595625,"G,162867871,-786458306,0"
1719870595629,"L,101.19,30.26,11.15"
1719870595664,"H,29.46,35.50"
1719870595676,"B,0.45,-0.11,9.91,0.12,-0.18,-0.12"
1719870595699,"G,162861491,-786457851,0"
1719870595704,"L,101.19,30.27,11.49"
1719870595738,"H,29.45,35.49"
1719870595750,"B,0.44,-0.12,9.89,0.18,-0.37,-0.12"
1719870595752,"M,-38.00,37.00,43.00"
1719870595764,"G,162858302,-786457623,0"
1719870595769,"L,101.19,30.27,11.37"
1719870595803,"H,29.46,35.50"
1719870595815,"B,0.46,-0.10,9.87,0.06,-0.18,-0.06"
1719870595817,"M,-40.00,36.00,38.00"
1719870595829,"G,162855112,-786457395,0"
1719870595833,"L,101.19,30.28,11.38"
1719870595868,"H,29.46,35.50"
1719870595880,"B,0.46,-0.11,9.89,0.12,-0.24,-0.12"
1719870595903,"G,162848732,-786456940,0"
1719870595907,"L,101.19,30.27,11.60"
1719870595942,"H,29.46,35.50"
1719870595954,"B,0.44,-0.13,9.89,0.18,-0.24,-0.12"
1719870595956,"M,-39.00,38.00,40.00"
1719870595968,"G,162845542,-786456712,0"
1719870595973,"L,101.19,30.27,11.41"
1719870596007,"H,29.46,35.50"
1719870596019,"B,0.46,-0.11,9.88,0.06,0.06,-0.06"
1719870596022,"M,-38.00,38.00,41.00"
1719870596033,"G,162842352,-786456485,0"
1719870596037,"L,101.19,30.28,11.32"
1719870596072,"H,29.46,35.50"
1719870596084,"B,0.44,-0.10,9.92,0.24,-0.31,-0.12"
1719870596106,"G,162835972,-786456029,0"
1719870596111,"L,101.19,30.28,10.90"
1719870596145,"H,29.46,35.50"
1719870596156,"B,0.44,-0.13,9.89,0.06,-0.06,0.00"
1719870596159,"M,-40.00,36.00,37.00"
1719870596171,"G,162832783,-786455802,0"
1719870596175,"L,101.19,30.28,11.39"
1719870596210,"H,29.46,35.50"
1719870596222,"B,0.45,-0.12,9.89,0.18,-0.24,-0.12"
1719870596224,"M,-37.00,35.00,38.00"
1719870596246,"G,162826403,-786455346,0"
1719870596251,"L,101.19,30.28,11.32"
1719870596285,"H,29.45,35.49"
1719870596297,"B,0.43,-0.10,9.87,0.24,-0.31,-0.06"
1719870596299,"M,-38.00,39.00,43.00"
1719870596311,"G,162823213,-786455119,0"
1719870596315,"L,101.19,30.28,11.56"
1719870596350,"H,29.46,35.53"
1719870596362,"B,0.47,-0.11,9.86,-0.24,0.37,-0.06"
1719870596374,"G,162820023,-786454891,0"
1719870596379,"L,101.19,30.28,11.34"
1719870596413,"H,29.48,35.53"
1719870596424,"B,0.42,-0.13,9.95,0.98,-2.14,-0.24"
1719870596427,"M,-39.00,37.00,43.00"
1719870596450,"G,162813643,-786454436,0"
1719870596454,"L,101.19,30.28,11.51"
1719870596489,"H,29.46,35.53"
1719870596500,"B,0.43,-0.08,9.86,0.24,-0.79,-0.18"
1719870596503,"M,-35.00,38.00,45.00"
1719870596515,"G,162810453,-786454208,0"
1719870596519,"L,101.19,30.29,11.22"
1719870596554,"H,29.46,35.53"
1719870596566,"B,0.42,-0.10,9.83,0.12,-0.12,-0.12"
1719870596578,"G,162807263,-786453981,0"
1719870596583,"L,101.19,30.28,11.52"
1719870596617,"H,29.46,35.54"
1719870596629,"B,0.46,-0.20,9.89,-0.24,0.67,-0.06"
1719870596631,"M,-36.00,37.00,38.00"
1719870596653,"G,162800884,-786453526,0"
1719870596658,"L,101.19,30.28,11.21"
1719870596692,"H,29.48,35.54"
1719870596704,"B,0.44,-0.09,9.85,0.92,-1.65,-0.24"
1719870596706,"M,-39.00,39.00,43.00"
1719870596718,"G,162797694,-786453298,0"
1719870596722,"L,101.19,30.29,11.39"
1719870596757,"H,29.46,35.54"
1719870596769,"B,0.46,-0.09,9.81,-1.16,2.14,-0.06"
1719870596781,"G,162794504,-786453070,0"
1719870596786,"L,101.19,30.29,11.24"
1719870596820,"H,29.46,35.54"
1719870596832,"B,0.38,-0.11,9.83,0.31,-0.31,-0.12"
1719870596834,"M,-36.00,37.00,48.00"
1719870596856,"G,163025673,-786370251,0"
1719870596861,"L,101.19,30.29,11.43"
1719870596895,"H,29.46,35.54"
1719870596906,"B,0.47,-0.18,9.89,0.06,-0.18,-0.12"
1719870596909,"M,-41.00,38.00,38.00"
1719870596921,"G,163022489,-786370028,0"
1719870596925,"L,101.19,30.29,11.31"
1719870596960,"H,29.46,35.54"
1719870596971,"B,0.41,-0.08,9.86,-0.18,0.49,-0.06"
1719870596995,"G,163016120,-786369584,0"
1719870597000,"L,101.19,30.29,11.37"
1719870597034,"H,29.46,35.56"
1719870597045,"B,0.45,-0.11,9.90,0.18,-0.18,-0.12"
1719870597048,"M,-37.00,35.00,42.00"
